                      OLS Regression Results                     
Dep. Variable:   ,hyper           ,  R-squared:         ,   1.000
Model:           ,OLS             ,  Adj. R-squared:    ,     nan
Method:          ,Least Squares   ,  F-statistic:       ,     nan
Date:            ,Mon, 04 Mar 2024,  Prob (F-statistic):,   nan  
Time:            ,10:54:44        ,  Log-Likelihood:    ,  1953.5
No. Observations:,    63          ,  AIC:               ,  -3781.
Df Residuals:    ,     0          ,  BIC:               ,  -3646.
Df Model:        ,    62          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
                                                                          ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
communication_speech-quantity_LEFT                                        ,    4.3860,      inf,        0,   nan,      nan,      nan
communication_speech-quantity_RIGHT                                       ,   -3.0053,      inf,       -0,   nan,      nan,      nan
daily-routines_morning-routine_LEFT                                       ,   -5.3390,      inf,       -0,   nan,      nan,      nan
daily-routines_morning-routine_RIGHT                                      ,    3.3623,      inf,        0,   nan,      nan,      nan
daily-routines_screen-time_LEFT                                           ,    0.0293,      inf,        0,   nan,      nan,      nan
daily-routines_screen-time_RIGHT                                          ,    2.5187,      inf,        0,   nan,      nan,      nan
daily-routines_transitions_LEFT                                           ,   -0.0295,      inf,       -0,   nan,      nan,      nan
daily-routines_transitions_RIGHT                                          ,   -2.6538,      inf,       -0,   nan,      nan,      nan
emotion_attachment_LEFT                                                   ,    3.8726,      inf,        0,   nan,      nan,      nan
emotion_attachment_RIGHT                                                  ,    5.7074,      inf,        0,   nan,      nan,      nan
emotion_emotional-regulation-and-reactivity_LEFT                          ,   -0.9137,      inf,       -0,   nan,      nan,      nan
emotion_emotional-regulation-and-reactivity_RIGHT                         ,    2.1146,      inf,        0,   nan,      nan,      nan
emotion_empathy_LEFT                                                      ,   -2.1532,      inf,       -0,   nan,      nan,      nan
emotion_empathy_RIGHT                                                     ,    3.3623,      inf,        0,   nan,      nan,      nan
emotion_irritability_LEFT                                                 ,    1.3792,      inf,        0,   nan,      nan,      nan
emotion_irritability_RIGHT                                                ,   -3.8533,      inf,       -0,   nan,      nan,      nan
emotion_stress-management_LEFT                                            ,   -0.6819,      inf,       -0,   nan,      nan,      nan
emotion_stress-management_RIGHT                                           ,    1.7889,      inf,        0,   nan,      nan,      nan
emotion_worries-anxiety_LEFT                                              ,   -1.8709,      inf,       -0,   nan,      nan,      nan
emotion_worries-anxiety_RIGHT                                             ,   -0.4923,      inf,       -0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_academic-motivation_LEFT ,    0.8146,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_academic-motivation_RIGHT,   -5.9334,      inf,       -0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills_LEFT   ,   -1.5393,      inf,       -0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_fine-motor-skills_RIGHT  ,    0.7933,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills_LEFT  ,    1.2989,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_gross-motor-skills_RIGHT ,    5.5597,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_learning-strategies_LEFT ,    0.5358,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_learning-strategies_RIGHT,   -3.2353,      inf,       -0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_math-arithmetic_LEFT     ,    1.3087,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_math-arithmetic_RIGHT    ,   -4.1743,      inf,       -0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_reading_LEFT             ,    2.2616,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_reading_RIGHT            ,   -0.1263,      inf,       -0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_writing_LEFT             ,    1.4070,      inf,        0,   nan,      nan,      nan
learning-and-acquisition-of-knowledge-and-skills_writing_RIGHT            ,   -3.9736,      inf,       -0,   nan,      nan,      nan
other-special-issues_bullying_LEFT                                        ,   -0.0523,      inf,       -0,   nan,      nan,      nan
other-special-issues_bullying_RIGHT                                       ,    2.0379,      inf,        0,   nan,      nan,      nan
other-special-issues_perception-of-reality_LEFT                           ,    3.7535,      inf,        0,   nan,      nan,      nan
other-special-issues_perception-of-reality_RIGHT                          ,   -4.1804,      inf,       -0,   nan,      nan,      nan
other-special-issues_physically-harms-self_LEFT                           ,    1.9569,      inf,        0,   nan,      nan,      nan
other-special-issues_physically-harms-self_RIGHT                          ,    1.2593,      inf,        0,   nan,      nan,      nan
other-special-issues_physically-or-emotionally-harms-others_LEFT          ,    1.6868,      inf,        0,   nan,      nan,      nan
other-special-issues_physically-or-emotionally-harms-others_RIGHT         ,   -1.5011,      inf,       -0,   nan,      nan,      nan
other-special-issues_self-care-hygiene_LEFT                               ,    0.4679,      inf,        0,   nan,      nan,      nan
other-special-issues_self-care-hygiene_RIGHT                              ,    4.1802,      inf,        0,   nan,      nan,      nan
other-special-issues_sleep_LEFT                                           ,   -2.5499,      inf,       -0,   nan,      nan,      nan
other-special-issues_sleep_RIGHT                                          ,   -0.4615,      inf,       -0,   nan,      nan,      nan
other-special-issues_substance-use_LEFT                                   ,   -1.9104,      inf,       -0,   nan,      nan,      nan
other-special-issues_substance-use_RIGHT                                  ,    1.8491,      inf,        0,   nan,      nan,      nan
other-special-issues_tics-and-other-atypical-movements_LEFT               ,   -0.1990,      inf,       -0,   nan,      nan,      nan
other-special-issues_tics-and-other-atypical-movements_RIGHT              ,    0.7470,      inf,        0,   nan,      nan,      nan
other-special-issues_trauma-history_LEFT                                  ,    1.8916,      inf,        0,   nan,      nan,      nan
other-special-issues_trauma-history_RIGHT                                 ,    2.7604,      inf,        0,   nan,      nan,      nan
personality_creativity_LEFT                                               ,   -0.2041,      inf,       -0,   nan,      nan,      nan
personality_creativity_RIGHT                                              ,   -2.5738,      inf,       -0,   nan,      nan,      nan
personality_future-outlook_LEFT                                           ,   -0.2036,      inf,       -0,   nan,      nan,      nan
personality_future-outlook_RIGHT                                          ,   -2.5873,      inf,       -0,   nan,      nan,      nan
personality_integrity-and-honesty_LEFT                                    ,   -3.6513,      inf,       -0,   nan,      nan,      nan
personality_integrity-and-honesty_RIGHT                                   ,   -5.0455,      inf,       -0,   nan,      nan,      nan
personality_perseverance_LEFT                                             ,   -2.0073,      inf,       -0,   nan,      nan,      nan
personality_perseverance_RIGHT                                            ,   -3.8417,      inf,       -0,   nan,      nan,      nan
personality_responsibility-for-self-and-others_LEFT                       ,   -1.6357,      inf,       -0,   nan,      nan,      nan
personality_responsibility-for-self-and-others_RIGHT                      ,   -7.4666,      inf,       -0,   nan,      nan,      nan
personality_self-confidence_LEFT                                          ,    4.6240,      inf,        0,   nan,      nan,      nan
personality_self-confidence_RIGHT                                         ,    0.4961,      inf,        0,   nan,      nan,      nan
social-function_social-communication_LEFT                                 ,   -3.7263,      inf,       -0,   nan,      nan,      nan
social-function_social-communication_RIGHT                                ,   -0.7130,      inf,       -0,   nan,      nan,      nan
social-function_social-cooperation_LEFT                                   ,    3.9742,      inf,        0,   nan,      nan,      nan
social-function_social-cooperation_RIGHT                                  ,    4.1750,      inf,        0,   nan,      nan,      nan
social-function_social-engagement_LEFT                                    ,   -1.5178,      inf,       -0,   nan,      nan,      nan
social-function_social-engagement_RIGHT                                   ,   -6.5587,      inf,       -0,   nan,      nan,      nan
social-function_tolerance_LEFT                                            ,   -1.7789,      inf,       -0,   nan,      nan,      nan
social-function_tolerance_RIGHT                                           ,    2.0725,      inf,        0,   nan,      nan,      nan
somatic-and-sensory-functions_eating_LEFT                                 ,   -2.0299,      inf,       -0,   nan,      nan,      nan
somatic-and-sensory-functions_eating_RIGHT                                ,    0.3745,      inf,        0,   nan,      nan,      nan
somatic-and-sensory-functions_sensory-reactivity_LEFT                     ,   -4.6049,      inf,       -0,   nan,      nan,      nan
somatic-and-sensory-functions_sensory-reactivity_RIGHT                    ,   -2.0389,      inf,       -0,   nan,      nan,      nan
somatic-and-sensory-functions_sexual-identity-behavior_LEFT               ,    2.6273,      inf,        0,   nan,      nan,      nan
somatic-and-sensory-functions_sexual-identity-behavior_RIGHT              ,    0.2352,      inf,        0,   nan,      nan,      nan
toileting_LEFT                                                            ,   -3.9412,      inf,       -0,   nan,      nan,      nan
toileting_RIGHT                                                           ,   -2.4050,      inf,       -0,   nan,      nan,      nan
Omnibus:      , 0.756,  Durbin-Watson:     ,   1.691
Prob(Omnibus):, 0.685,  Jarque-Bera (JB):  ,   0.822
Skew:         , 0.121,  Prob(JB):          ,   0.663
Kurtosis:     , 2.496,  Cond. No.          ,    77.2

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The input rank is higher than the number of observations.
